vuln_id,source,compiler,compiler_version,root_cause,impact,compilation_stage,description,fix_status,references,reported_time
apache/tvm#6596,GitHub Issue,TVM,v0.8,type system/type confusion issue,denial of service; memory corruption,frontend/IR construction; lowering,"Support Boundary Checking for Loop Dependent Iterators\nCurrently TVM's boundary check avoids some invalid global memory access, it ignores the case when the arguments in reduce_axis requires global memory accessing (to an index tensor, this is common when dealing with sparse tensor/ragged tensors). Below is a simple example (segment sum) to reproduce the problem, what it did is basically is: given a data tensor x and a offset(indicates the segment information) tensor offsets (starts with 0 and ends with the length of x). For each segment index i, compute the sum of elements inside segment in x: sum(x[offsets[i]:offsets[i+1]]), and store the results in out[i]. import tvm import tvm.te as te num_elements = te.var('num_elements', dtype='int32') num_segments = te.var('num_segments', dtype='int32') x = te.placeholder((num_elements,), dtype='float32', name='x') offsets = te.placeholder((num_segments + 1), dtype='int32', name='offsets') def segment_sum(i): """"""Compute sum(x[offsets[i]:offsets[i+1]])"""""" k = te.reduce_axis((0, offsets[i + 1] - offsets[i])) return te.sum(x[k + offsets[i]], axis=k) out = te.compute( (num_segments,), segment_sum, name='out' ) s = te.create_schedule(out.op) segment_axis = out.op.axis[0] segment_outer, segment_inner = s[out.op].split(segment_axis, factor=4) s[out.op].bind(segment_inner, te.thread_axis('threadIdx.x')) s[out.op].bind(segment_outer, te.thread_axis('blockIdx.x')) print(tvm.lower(s, [x, offsets, out])) Below is the generated code primfn(x_1: handle, offsets_1: handle, out_1: handle) -> () attr =...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a potential out-of-bounds memory access vulnerability when processing reduce axes with global memory access, specifically when dealing with sparse or ragged tensors. The generated code lacks proper boundary checks on the `offsets_2` tensor, leading to invalid memory access if `((blockIdx.x*4) + threadIdx.x)` exceeds `num_segments`. This could lead to crashes or pote...",closed,https://github.com/apache/tvm/issues/6596,2020-09-30T10:18:26Z
apache/tvm#6631,GitHub Issue,TVM,v0.8,type system/type confusion issue,denial of service; silent misclassification,lowering; backend,"Race Condition in Cuda SSD Multibox\nI may be missing something about the IR, but there seems to be a race condition in the following line. There is no guarantee that temp_valid_count[tid * num_anchors + k - 1] will be computed before tid == 0 reaches this point. However, in practice this seems very unlikely. https://github.com/apache/incubator-tvm/blob/21002cd094c34716b1e07a63ed76f53dadd60e23/python/tvm/topi/cuda/ssd/multibox.py#L234\n```json\n{""security_related"": true, ""reason"": ""The issue describes a race condition, which can lead to unpredictable behavior and potentially exploitable vulnerabilities, such as incorrect results or denial of service. While the reporter states it's 'very unlikely' to occur, the presence of a race condition itself is a security concern, especially in a backend like CUDA where precise control over execution is critical. A race condition could potentially be leveraged to cause unexpected behavior o",closed,https://github.com/apache/tvm/issues/6631,2020-10-05T20:42:13Z
apache/tvm#6649,GitHub Issue,TVM,v0.8,type system/type confusion issue,denial of service; remote code execution; information leakage; reliability degradation,frontend/IR construction; lowering; backend; runtime/execution,"Some models not working on Android GPU\nI am recently trying different models and testing them on android_rpc. However, I discovered that many models do not work with either OpenCL or Vulkan. The outcome for some of the models is listed below. deploy_model_on_android.py PyTorch Pretrained Resnet18 Fast-depth SC-SfMLearner OpenCL Fail Success Fail Success Vulkan Success Siccess Fail Fail All models work on CPU without problem. The mobile side is hanging until the watchdog wakes up in the case of fast-depth running on Vulkan, while the crash messages from logcat for both OpenCL cases are like 2020-10-07 16:18:25.702 30873-30900/org.apache.tvm.tvmrpc W/System.err: Load module from /data/user/0/org.apache.tvm.tvmrpc/cache/tvm4j_rpc_7263567248671157602/net.so 2020-10-07 16:18:28.912 30873-30900/org.apache.tvm.tvmrpc E/libc++abi: terminating with uncaught exception of type std::bad_cast: std::bad_cast 2020-10-07 16:18:28.912 30873-30900/org.apache.tvm.tvmrpc A/libc: Fatal signal 6 (SIGABRT), code -6 in tid 30900 (Thread-2), pid 30873 (mrpc:RPCProcess) 2020-10-07 16:18:28.936 30961-30961/? W/crash_dump64: type=1400 audit(0.0:815): avc: denied { search } for name=""org.apache.tvm.tvmrpc"" dev=""sda45"" ino=6684883 scontext=u:r:crash_dump:s0:c512,c768 tcontext=u:object_r:app_data_file:s0:c512,c768 tclass=dir permissive=0 2020-10-07 16:18:28.952 30961-30961/? I/crash_dump64: obtaining output fd from tombstoned, type: kDebuggerdTombstone 2020-10-07 16:18:28.953 859-859/? I//system/bin/tombstoned: received crash request for pid...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The crash logs indicate a `std::bad_cast` exception and a fatal signal (SIGABRT) within the TVM RPC process. This suggests a potential memory safety issue or type confusion vulnerability when handling models on the Android GPU (OpenCL/Vulkan). The backtrace points to issues within the LLVM compiler components used by TVM, specifically during code generation and linking, which could be exploited. Whil...",closed,https://github.com/apache/tvm/issues/6649,2020-10-07T21:20:09Z
apache/tvm#6673,GitHub Issue,TVM,v0.8,memory safety issue,denial of service; remote code execution,graph optimization; lowering; backend,"[CI] Segfault in ci-gpu image related to xgboost version/dmlc-core\nThis issue came up for this PR to add TRT BYOC support: #6395 (comment) Example failed CI run: https://ci.tlcpack.ai/blue/organizations/jenkins/tvm/detail/PR-6395/30/pipeline It seems that enabling TRT BYOC codegen (set(USE_TENSORRT_CODEGEN ON)) exposed an unrelated bug found by apps/bundle_deploy/bundle_deploy.py during tests/scro[ts/task_cpp_unittest.sh. The python program segfaults when ran. We believe the issue is not with this test itself, but it just happens to be the first thing that runs a TVM python session and quits after building TVM. I reproduced the error inside of GDB to get the backtrace. Thread 1 ""python3"" received signal SIGSEGV, Segmentation fault. __GI___libc_free (mem=0x6) at malloc.c:2958 2958 malloc.c: No such file or directory. (gdb) bt #0 __GI___libc_free (mem=0x6) at malloc.c:2958 #1 0x00007fffde4937f4 in dmlc::parameter::FieldAccessEntry::~FieldAccessEntry() () from /workspace/build/libtvm.so #2 0x00007fff9702a4af in dmlc::parameter::FieldEntry<std::string>::~FieldEntry() () from /usr/local/lib/python3.6/dist-packages/xgboost/./lib/libxgboost.so #3 0x00007fff97037267 in dmlc::parameter::ParamManager::~ParamManager() () from /usr/local/lib/python3.6/dist-packages/xgboost/./lib/libxgboost.so #4 0x00007ffff6cd7008 in __run_exit_handlers (status=0, listp=0x7ffff70615f8 <__exit_funcs>, run_list_atexit=run_list_atexit@entry=true) at exit.c:82 #5 0x00007ffff6cd7055 in __GI_exit (status=<optimized out>) at exit.c:104 #6 0x00007ffff6cbd847 in __libc_start_...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a segmentation fault triggered by a specific XGBoost version and potentially related to dmlc-core's memory management (nullptr deletion). Segmentation faults can be exploited to cause denial of service or potentially lead to remote code execution, making this a security concern. While the immediate fix is a version upgrade, the underlying issue in dmlc-co...",closed,https://github.com/apache/tvm/issues/6673,2020-10-12T22:57:16Z
apache/tvm#6869,GitHub Issue,TVM,v0.8,codegen/lowering bug,memory corruption; remote code execution; information leakage,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"[Relay][Ansor] cannot find a working schedule for certain tasks\nEnv Ubuntu 18.04 LTS (LLVM dev 6.0.0 ) GPU: RTX2080 + CUDA 10.2 Problem Description I was trying to construct a neural network using realy's APIs, and tune it with TVM's auto scheduler. During the tuning process, I can see from the log that some tasks failed all the evaluation (e.g. the log outputs *T*T*T*T*T*T"" for all the evaluation). As a result, those tasks are not scheduled at all. Here is error msg I got from relay runtime when trying to run the network. I suppose this is the problematic task in the network. RuntimeError: Check failed: VerifyMemory(func): Direct host side access to device memory is detected. Did you forget to bind? PrimFunc([placeholder, placeholder, placeholder, T_relu]) attrs={""global_symbol"": ""fused_nn_dense_add_nn_relu_3"", ""tir.noalias"": (bool)1, ""target"": cuda} { // attr [T_dense] storage_scope = ""global"" allocate T_dense[float32 * 4096] for (j, 0, 4096) { T_dense[j] = 0f for (k, 0, 25088) { T_dense[j] = (T_dense[j] + (placeholder[k]*placeholder[((j*25088) + k)])) } } for (ax1, 0, 4096) { T_dense[ax1] = (placeholder[ax1] + T_dense[ax1]) } for (ax1, 0, 4096) { T_relu[ax1] = max(T_dense[ax1], 0f) } } Test case Here is a VGG11 network that I was trying to tune. I set the timeout to be a very large value, but for some tasks, all the measurement still would not pass because of timeout. import os import numpy as np import tvm from tvm import relay from tvm import ansor as auto_scheduler from tvm.relay import testing import tvm.contrib.graph_runtime as...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""RuntimeError: Check failed: VerifyMemory(func): Direct host side access to device memory is detected. Did you forget to bind?\"" indicates a potential memory corruption vulnerability. Direct host access to device memory can lead to arbitrary code execution or data leakage if not handled correctly. This is a critical security issue, especially in the context...",closed,https://github.com/apache/tvm/issues/6869,2020-11-06T20:30:28Z
apache/tvm#6913,GitHub Issue,TVM,v0.8,type system/type confusion issue,denial of service,frontend/IR construction; lowering,"[ARITH]const_int_bound doesn't allow INT64_MAX in expr\nPatch to reproduce: diff --git a/tests/python/unittest/test_arith_const_int_bound.py b/tests/python/unittest/test_arith_const_int_bound.py index 84fc7fd64..0bcdff487 100644 --- a/tests/python/unittest/test_arith_const_int_bound.py +++ b/tests/python/unittest/test_arith_const_int_bound.py @@ -50,6 +50,15 @@ def test_cast_bound(): assert bd.max_value == 2 +def test_bound(): + import numpy as np + analyzer = tvm.arith.Analyzer() + x, y = te.var(""x"", ""int64""), tvm.tir.const(-np.iinfo(np.int64).max, dtype=""int64"") + bd = analyzer.const_int_bound(x + y) + assert bd.min_value == bd.NEG_INF + assert bd.max_value == bd.POS_INF + + def test_add_sub_bound(): analyzer = tvm.arith.Analyzer() x, y = te.var(""x"", ""int64""), te.var(""y"", ""int64"") Because the expr is (x + (int64)-9223372036854775807), it runs into this ICHECK E File ""/home/xiaoquan.li/tvm/src/arith/const_int_bound.cc"", line 455 E TVMError: E --------------------------------------------------------------- E An internal invariant was violated during the execution of TVM. E Please read TVM's error reporting guidelines. E More details can be found here: https://discuss.tvm.ai/t/error-reporting/7793. E --------------------------------------------------------------- E Check failed: y != kNegInf == false: Since -INT64_MAX is used as kNegInf in const_int_bound, does it mean this value shouldn't be used in TIR?\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a crash (ICKECK failure) in `const_int_bound` when using `INT64_MAX`. While seemingly a bounds checking issue, this could potentially be exploited to cause a denial of service or potentially lead to unexpected behavior if the bounds checking is relied upon for security-sensitive operations. The error message suggests an internal invariant violation, which warrants investigation from a security perspective.""\n}\n```",closed,https://github.com/apache/tvm/issues/6913,2020-11-13T06:26:33Z
apache/tvm#6925,GitHub Issue,TVM,v0.8,unknown,reliability degradation,lowering,"[CI] Github Actions failed due to the `add-path` command is disabled\nAccording to the error message [1] and Github announcement [2], Github Actions now forbids commands such as add-path or set-env that changes the system environment for the security concern [3][4]. Although the announcement was on Oct. 1st, looks like it is effective since today. Accordingly, we need to modify the Github workflow to make it work again. cc @tqchen @zhiics [1] Failed CI Example [2] GitHub Actions: Deprecating set-env and add-path commands [3] Google discloses 'high' severity security flaw in GitHub [4] add-path and set-env Runner commands are processed via stdout\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue directly relates to a GitHub security change disabling `add-path` and `set-env` commands due to a disclosed security flaw. The GitHub announcement explicitly states the change is for security concerns, and the issue reports CI failures as a result of this security measure.""\n}\n```",closed,https://github.com/apache/tvm/issues/6925,2020-11-16T18:42:35Z
apache/tvm#6960,GitHub Issue,TVM,v0.8,memory safety issue,memory corruption,lowering; backend; runtime/execution,"strncpy in TVMAPISetLastError needs to make sure that the copied string is less then the size of the destination\nWhen building the micro tvm runtime with Zephyr Including boilerplate (Zephyr base): /lkft/tgall/zephyrproject/zephyr/cmake/app/boilerplate.cmake In file included from /home/tgall/zephyr-sdk-0.11.3/arm-zephyr-eabi/arm-zephyr-eabi/sys-include/string.h:180, from /home/tgall/tvm/tvm/src/runtime/crt/common/crt_runtime_api.c:27: /home/tgall/tvm/tvm/src/runtime/crt/common/crt_runtime_api.c: In function 'TVMAPISetLastError': /home/tgall/tvm/tvm/src/runtime/crt/common/crt_runtime_api.c:41:44: error: '__builtin_strncpy' specified bound 1024 equals destination size [-Werror=stringop-truncation] 41 | void TVMAPISetLastError(const char* msg) { strncpy(g_last_error, msg, sizeof(g_last_error)); } | ^~~~~~~ cc1: all warnings being treated as errors\n```json\n{""security_related"": true, ""reason"": ""The issue reports a potential buffer overflow in `strncpy` due to the specified bound being equal to the destination size. This can lead to a write beyond the allocated buffer, potentially overwriting adjacent memory and causing a security vulnerability. The compiler warning `stringop-truncation` confirms this risk.""}\n```",closed,https://github.com/apache/tvm/issues/6960,2020-11-23T20:35:44Z
apache/tvm#7057,GitHub Issue,TVM,v0.8,unknown,denial of service; remote code execution; reliability degradation,frontend/IR construction; lowering; runtime/execution,"[Bug] RecursionError: maximum recursion depth exceeded while calling a Python object\nTVM fails when running the following code: import tvm from tvm.relay.backend.interpreter import ConstructorValue from tvm.relay.prelude import Prelude from tvm.relay.testing import add_nat_definitions mod = tvm.IRModule() p = Prelude(mod) add_nat_definitions(p) z = p.z res = ConstructorValue(z, []) The error message is like ... File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 223, in __call__ values, tcodes, num_args = _make_tvm_args(args, temp_args) File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 119, in _make_tvm_args values[i].v_handle = arg.handle File ""/home/gakki/Desktop/shared/tvm/python/tvm/runtime/object.py"", line 62, in __getattr__ return _ffi_node_api.NodeGetAttr(self, name) File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 223, in __call__ values, tcodes, num_args = _make_tvm_args(args, temp_args) File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 119, in _make_tvm_args values[i].v_handle = arg.handle File ""/home/gakki/Desktop/shared/tvm/python/tvm/runtime/object.py"", line 62, in __getattr__ return _ffi_node_api.NodeGetAttr(self, name) File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 223, in __call__ values, tcodes, num_args = _make_tvm_args(args, temp_args) File ""/home/gakki/Desktop/shared/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 119, in _make_tvm_args values[i].v_handle = arg.handle Fi...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The infinite recursion could potentially be exploited to cause a denial of service (DoS) by exhausting system resources. While not a direct vulnerability like RCE or XSS, uncontrolled recursion can lead to crashes and resource exhaustion, which is a security concern. The repeated calls to `_ffi_node_api.NodeGetAttr` and `_make_tvm_args` suggest a potentia...",closed,https://github.com/apache/tvm/issues/7057,2020-12-08T14:14:25Z
apache/tvm#7096,GitHub Issue,TVM,v0.8,shape inference error,denial of service,frontend/IR construction; graph optimization; lowering; backend,"Missmatching of undefined shape value relay.Any() vs -1\nMany frameworks define dynamism in the shape as -1 in the certain axis while TVM has its own constant for this - relay.Any(). If I take onnx bert model and try to convert like below snippet code, TVM will crash. Two issues not crash During conversion need to identify -1 in the shape and warn that TVM uses its own id for defining of dynamic shape/stop execution Probably stopping of execution after determination of -1 will solve the crash as well snippet: import argparse import sys import onnx import tvm from tvm import relay parser = argparse.ArgumentParser(description= ""Converts and compiles ONNX model"") required = parser.add_argument_group('required arguments') required.add_argument('-m', '--input_model', required=True, type=str, help=""path to ONNX model"") args = parser.parse_args() onnx_model = onnx.load(args.input_model) shape_dict = {} shape_dict[""input_mask:0""] = [-1,256] shape_dict[""segment_ids:0""] = [-1,256] shape_dict[""input_ids:0""] = [-1,256] shape_dict[""unique_ids_raw_output___9:0""] = [-1,256] mod, params = relay.frontend.from_onnx(onnx_model, shape_dict) target = ""llvm"" with tvm.transform.PassContext(opt_level=3): lib = relay.build(mod, target=target, target_host=target, params=params) lib.export_library(args.input_model + "".so"")\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a crash during ONNX model conversion due to a mismatch in how dynamic shapes are represented (-1 vs. relay.Any()). A crash during model processing can potentially be exploited to cause a denial-of-service or, in more complex scenarios, potentially lead to code execution if the crash handler is not properly secured. While the immediate impact is a crash, the underlying issue of incorrect shape handling could indicate a vulnerabi",closed,https://github.com/apache/tvm/issues/7096,2020-12-11T19:54:30Z
apache/tvm#7104,GitHub Issue,TVM,v0.8,memory safety issue,denial of service,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"Segmentation fault with ACL integration on onnx inception v1\nThe ONNX inception v1 been compiled with ACL integration crashes on the Android The crash happens during the call of ""default"" packed func form module: DLContext ctx{kDLCPU, 0}; tvm::runtime::Module mod_factory = tvm::runtime::Module::LoadFromFile(input_model); // is crashed during execution of this func: tvm::runtime::Module gmod = mod_factory.GetFunction(""default"")(ctx); The same network been compiled through llvm works fine I tried also onnx mobilenet v2 and it works fine either through pure llvm approach or through ACL integration.\n```json\n{""security_related"": true, ""reason"": ""The issue reports a crash during the execution of a function related to Access Control List (ACL) integration. While not explicitly a known vulnerability, a crash in ACL handling could potentially lead to denial of service or, in more complex scenarios, be exploitable to bypass access controls, making it security-related. The fact that other models work fine suggests the issue is specific to the interaction between the ONNX inception v1 model and the",closed,https://github.com/apache/tvm/issues/7104,2020-12-14T08:39:35Z
apache/tvm#7196,GitHub Issue,TVM,v0.8,unknown,unknown,lowering,"unsupported operators from tensorflow model garden models\nI'm checking tensorflow models from tensorflow models garden at https://github.com/tensorflow/models/tree/master/community. For community models, there are types and operators which tvm doesn't supported. Most of them are quantize related, and some are not. I really hope these operators could be supported officially and I can check if these models work well. The details are listed below. model name result inceptionv3_int8 Op type not registered 'QuantizedConcatV2' inceptionv4_int8 Op type not registered 'QuantizedConcatV2' mobilenetv1_int8 The following operators are not implemented: {'QuantizeV2', 'Dequantize', 'QuantizedAvgPool', 'QuantizedDepthwiseConv2DWithBiasAndReluAndRequantize', 'QuantizedConv2DWithBiasAndReluAndRequantize', 'QuantizedConv2DWithBiasAndRequantize'} resnet101_int8 The following operators are not implemented: {'Dequantize', 'QuantizedConv2DWithBiasAndRequantize', 'QuantizeV2', 'QuantizedConv2DWithBiasAndReluAndRequantize', 'QuantizedMaxPool', 'QuantizedConv2DWithBiasSignedSumAndReluAndRequantize', 'QuantizedConv2DWithBiasSumAndReluAndRequantize'} resnet50_int8 The following operators are not implemented: {'Dequantize', 'QuantizeV2', 'QuantizedConv2DWithBiasSumAndReluAndRequantize', 'QuantizedConv2DWithBiasAndReluAndRequantize', 'QuantizedConv2DWithBiasSignedSumAndReluAndRequantize', 'QuantizedConv2DWithBiasAndRequantize'} resnet50_v1_5_bfloat16 data type 'bfloat16' not understood resnet50v1_5_int8 The following operators are not implemented: {'Quantiz...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports unsupported operators, including quantization-related operators, which could potentially lead to vulnerabilities if the unsupported operators are mishandled or if a malicious actor can craft a TensorFlow model that exploits the lack of support. Specifically, unsupported data types like 'bfloat16' and unsupported operations like 'QuantizedConcatV2', 'QuantizeV2', '...",closed,https://github.com/apache/tvm/issues/7196,2021-01-04T08:41:22Z
apache/tvm#7200,GitHub Issue,TVM,v0.8,shape inference error,denial of service,frontend/IR construction; graph optimization; lowering,"[Bug] Error when compiling a simple ONNX model with MatMul operator for opt_level=2\nDescription When compiling following model with opt_level=2, TVM will crash. While if turn opt_level to 3, it will run normally. The model(with ONNX as frontend) with error is as follows, check bug.onnx in bug0.zip. Error Log Traceback (most recent call last): File ""check.py"", line 19, in <module> tvm_graph, tvm_lib, tvm_params = relay.build_module.build(mod, target, params=params) File ""/Users/luyaor/Documents/tvm/python/tvm/relay/build_module.py"", line 275, in build graph_json, mod, params = bld_mod.build(mod, target, target_host, params) File ""/Users/luyaor/Documents/tvm/python/tvm/relay/build_module.py"", line 138, in build self._build(mod, target, target_host) File ""/Users/luyaor/Documents/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 237, in __call__ raise get_last_ffi_error() tvm._ffi.base.TVMError: Traceback (most recent call last): [bt] (8) 9 libtvm.dylib 0x00000001112c2a02 tvm::relay::StorageAllocator::Plan(tvm::relay::Function const&) + 354 [bt] (7) 8 libtvm.dylib 0x00000001112c68ca tvm::relay::StorageAllocaBaseVisitor::Run(tvm::relay::Function const&) + 154 [bt] (6) 7 libtvm.dylib 0x00000001112c44c7 tvm::relay::StorageAllocaBaseVisitor::GetToken(tvm::RelayExpr const&) + 23 [bt] (5) 6 libtvm.dylib 0x0000000111359b58 tvm::relay::ExprVisitor::VisitExpr(tvm::RelayExpr const&) + 344 [bt] (4) 5 libtvm.dylib 0x00000001110f1fad tvm::relay::ExprFunctor<void (tvm::RelayExpr const&)>::VisitExpr(tvm::RelayExpr const&) + 173 [bt] (3) 4 libtvm.dylib 0x00000001110f22a0 tvm...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""Check failed: pval != nullptr == false: Cannot allocate memory symbolic tensor shape [?, ?, ?]\"" and the crash during compilation with a specific operator (MatMul) and optimization level (2) suggest a potential vulnerability related to memory management or handling of tensor shapes. This could potentially lead to a denial-of-service (Do...",closed,https://github.com/apache/tvm/issues/7200,2021-01-04T11:32:55Z
apache/tvm#7201,GitHub Issue,TVM,v0.8,IR invariant violation,denial of service,frontend/IR construction; graph optimization; lowering; runtime/execution,"[Bug] Error when compiling a simple ONNX model for opt_level=3\nDescription When compiling following model with opt_level=3, TVM will crash. While if turn opt_level to 2, it will run normally. The model(with ONNX as frontend) with error is as follows, check bug.onnx in bug1.zip. Error Log Traceback (most recent call last): File ""check.py"", line 19, in <module> tvm_graph, tvm_lib, tvm_params = relay.build_module.build(mod, target, params=params) File ""/Users/luyaor/Documents/tvm/python/tvm/relay/build_module.py"", line 275, in build graph_json, mod, params = bld_mod.build(mod, target, target_host, params) File ""/Users/luyaor/Documents/tvm/python/tvm/relay/build_module.py"", line 138, in build self._build(mod, target, target_host) File ""/Users/luyaor/Documents/tvm/python/tvm/_ffi/_ctypes/packed_func.py"", line 237, in __call__ raise get_last_ffi_error() tvm._ffi.base.TVMError: Traceback (most recent call last): [bt] (8) 9 libtvm.dylib 0x0000000111b9b2a0 tvm::NodeFunctor<void (tvm::runtime::ObjectRef const&, tvm::relay::ExprFunctor<void (tvm::RelayExpr const&)>*)>::operator()(tvm::runtime::ObjectRef const&, tvm::relay::ExprFunctor<void (tvm::RelayExpr const&)>*) const + 288 [bt] (7) 8 libtvm.dylib 0x0000000111c8c289 tvm::relay::IndexedForwardGraph::Creator::VisitExpr_(tvm::relay::FunctionNode const*) + 297 [bt] (6) 7 libtvm.dylib 0x0000000111e03015 tvm::relay::ExprVisitor::VisitExpr_(tvm::relay::FunctionNode const*) + 149 [bt] (5) 6 libtvm.dylib 0x0000000111e02b58 tvm::relay::ExprVisitor::VisitExpr(tvm::RelayExpr const&) + 344 [bt] (4) 5 lib...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""Check failed: idx < data_.size() && data_[idx].second != 0 == false: Attribute TOpPattern has not been registered for nn.dropout\"" and the TVMError indicate a potential issue with how TVM handles ONNX model compilation, specifically related to the 'nn.dropout' operator. This could potentially lead to a denial-of-service (DoS) if a malicious ONNX model can t...",closed,https://github.com/apache/tvm/issues/7201,2021-01-04T11:38:12Z
apache/tvm#7246,GitHub Issue,TVM,v0.8,shape inference error,denial of service,frontend/IR construction; graph optimization; lowering; backend,"[BUG][Tensorize] race condition when using ""tvm.tir.call_packed()"" in a parallel schedule.\nProblem Statement This bug was encountered when I was trying to use external BLAS library as ""micro-kernel"" to optimize the Matmul op. Basically I was just following the TVM Tensorize Tutorial, and did a little modification by replacing the tvm.tir.call_extern('int32', 'gemv_update' with tvm.tir.call_packed(""tvm.contrib.cblas.matmul""..., which of course because I'm trying to leverage existing blas library to do tensorize. The code works pretty well, until I add a s[C].parallel(xo), It crashed: Environment CPU: CacadeLake-X OS: CentOS 7.0 TVM: 0.7 LLVM: 9.0 Code to reproduce this bug import tvm from tvm import te import numpy as np import sys from tvm import testing # Fail case: M, K, N = 4, 4, 2 A = te.placeholder((M, K), name='A') B = te.placeholder((K, N), name='B') k = te.reduce_axis((0, K), name='k') C = te.compute((M, N), lambda i, j: te.sum(A[i, k] * B[k, j], axis=k), name='C') s = te.create_schedule(C.op) bn = 2 xo, yo, xi, yi = s[C].tile(C.op.axis[0], C.op.axis[1], bn, bn) s[C].reorder(xo, yo, xi, yi, k) s[C].parallel(xo) def intrin_libxsmm(m, k, n): a = te.placeholder((m, k), name='a') b = te.placeholder((k, n), name='b') k = te.reduce_axis((0, k), name='k') c = te.compute((m, n), lambda i, j: te.sum(a[i, k] * b[k, j], axis=k), name='c') a_buffer = tvm.tir.decl_buffer(a.shape, a.dtype, name='a_buffer', offset_factor=1, strides=[te.var('s1'), 1]) b_buffer = tvm.tir.decl_buffer(b.shape, b.dtype, name='b_buffer', offset_factor=1, strides=[te.var('s2'), 1]) c_buffer =...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a race condition when using `tvm.tir.call_packed()` with a parallel schedule. Race conditions can lead to unpredictable behavior, potentially allowing an attacker to exploit the undefined behavior for denial of service or, in some cases, even code execution. While the immediate impact is a crash, the underlying race condition rep...",closed,https://github.com/apache/tvm/issues/7246,2021-01-11T11:32:34Z
apache/tvm#7247,GitHub Issue,TVM,v0.8,memory safety issue,denial of service; memory corruption,frontend/IR construction; lowering; backend,"[BUG]( OPENCL Code-generate) Generate float type of index for local memory\nDescription Hi when I was trying to build a convolution kernel in OPENCL, may a unique thread-size trigger this bug. After digging into the lower process, Datatype is float when StoreNode is created. TVM will generate float type of index expr, like B_local[((((float)get_local_id(1)) + ((float)(((int)get_group_id(2)) * 8))))]; , which is illegal. Error information <kernel>:41:227: error: array subscript is not an integer B[((((float)((((((int)get_group_id(0)) * 131072) + (yy_inner * 16384)) + (((int)get_group_id(1)) * 4096)) + (((int)get_local_id(0)) * 512))) + (((float)get_local_id(1)) + ((float)(((int)get_group_id(2)) * 8)))))] = B_local[((((float)get_local_id(1)) + ((float)(((int)get_group_id(2)) * 8))))]; Env TVM::main Minimal code to reproduce. import numpy as np import tvm from tvm import te # The sizes of inputs and filters batch = 1 in_channel = 256 out_channel = 512 in_size = 32 kernel = 1 pad = 0 stride = 1 # Algorithm A = te.placeholder((in_size, in_size, in_channel, batch), name=""A"") W = te.placeholder((kernel, kernel, in_channel, out_channel), name=""W"") out_size = (in_size - kernel + 2 * pad) // stride + 1 # Pad input Apad = te.compute( (in_size + 2 * pad, in_size + 2 * pad, in_channel, batch), lambda yy, xx, cc, nn: tvm.tir.if_then_else( tvm.tir.all(yy >= pad, yy - pad < in_size, xx >= pad, xx - pad < in_size), A[yy - pad, xx - pad, cc, nn], tvm.tir.const(0.0, ""float32""), ), name=""Apad"", ) # Create reduction variables rc = te.reduce_axis((0, in_channel), name=...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports that TVM generates OpenCL code with a float type index for local memory access (e.g., `B_local[((((float)get_local_id(1)) + ((float)(((int)get_group_id(2)) * 8))))]`). This is illegal in OpenCL and can lead to out-of-bounds memory access, potentially resulting in a crash or, more seriously, exploitable memory corruption. While the immediate effect...",closed,https://github.com/apache/tvm/issues/7247,2021-01-11T12:56:45Z
