vuln_id,compiler,compiler_version,vulnerability_type,root_cause,root_cause_detail,description,reported_time,reference
15651,apache/tvm,v0.13.0,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"During ONNX->Relax frontend import, the Gather operator is legalized in a way that does not exactly match ONNX semantics (e.g., axis/index handling or shape/dtype rules), leading to compiled inference results that differ from ONNX runtime for the same model and inputs.",[Bug] [Unity] [Frontend] [ONNX] Gather produced inconsistent inference results with ONNX,2023-09-01T09:35:39Z,https://github.com/apache/tvm/issues/15651
15716,apache/tvm,v0.13.0,CWE-704: Incorrect Type Conversion or Cast,Backend Inconsistencies,"At the Python↔C++ runtime/FFI boundary, a StringImm object cannot be correctly passed/converted to the C++ side, leading to a crash when a crafted Python program/model triggers this unsupported or incorrectly handled object interop path.",[Bug] StringImm Object Can't Be Pass to C++ Side from Python Side,2023-09-09T03:22:52Z,https://github.com/apache/tvm/issues/15716
15795,apache/tvm,v0.13.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The PyTorch->Relay frontend incorrectly converts in-place indexed update ops (e.g., index_put_()), producing invalid or ill-typed Relay IR that causes Relay type inference/lowering to error out and crash compilation when given a crafted traced model containing these ops.","[Bug] There is an error in converting operations like index_put_() in the PyTorch graph, when converting a PyTorch traced model to TVM's Relay IR.",2023-09-21T03:24:50Z,https://github.com/apache/tvm/issues/15795
15797,apache/tvm,v0.13.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"The Relay printer/parser and/or JSON Save/Load path fails when encountering `torch_op` constructs, leading to parsing errors and crashes during IR serialization/deserialization. A crafted Relay program containing `torch_op` can reliably trigger compilation failure (availability impact).",[Bug] Parsing errors when Relay contains `torch_op` ,2023-09-21T09:48:53Z,https://github.com/apache/tvm/issues/15797
15907,apache/tvm,v0.13.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The same model produces inconsistent outputs across runs/compilations at higher opt_level, indicating an optimization or lowering pass in Relay/TE introduces non-determinism or an incorrect transformation that violates semantic equivalence of the compiled model.",[Bug] inconsistent ouputs produced by the same model,2023-10-10T11:55:00Z,https://github.com/apache/tvm/issues/15907
15911,apache/tvm,v0.13.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The reverse_compute_at scheduling/lowering pass can reorder or relocate computations in a way that violates dependency/ordering assumptions, producing numerically incorrect outputs (wrong inference results) without necessarily crashing, leading to semantic mismatch between the original and compiled program.",[Bug] [TensorIR] Wrong results with reverse_compute_at,2023-10-10T22:52:05Z,https://github.com/apache/tvm/issues/15911
15931,apache/tvm,v0.13.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The Relay optimization pass FakeQuantizationToInteger crashes with a segmentation fault when processing an ONNX MatMul using per-channel quantization, indicating the pass assumes scalar/per-tensor quantization and miscomputes indexing/shape alignment for per-channel scales/zero-points, resulting in out-of-bounds memory access and potential memory corruption.",[Bug] Segmentation fault in FQ2I with per-channel quantized ONNX MatMul,2023-10-13T17:41:40Z,https://github.com/apache/tvm/issues/15931
15987,apache/tvm,v0.14.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"During MetaScheduler IR construction/TIR lowering, a literal value larger than the maximum int32 is represented or cast as int32 without proper range checking or promotion to a wider type, leading to overflow and a crash (availability impact) when compiling adversarially large constants.",[Bug] MetaScheduler Literal value exceeds maximum of int32,2023-10-26T06:57:57Z,https://github.com/apache/tvm/issues/15987
16042,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"At Relay opt_level=4, an optimization pass inserts an extra torch.Tensor.transpose node in the compiled graph for torch.argmin, changing tensor layout/axis interpretation and producing output mismatches versus the original model without an explicit failure.",[Bug] Output mismatch of torch.argmin due to an extra torch.Tensor.transpose node with optimization,2023-11-02T14:04:34Z,https://github.com/apache/tvm/issues/16042
16043,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"At Relay opt_level=4, an optimization pass inserts an extra torch.Tensor.transpose node around/near torch.sum, changing the effective axis order for the reduction and producing output mismatches versus the original model without an explicit failure.",[Bug] Output mismatch of torch.sum due to an extra torch.Tensor.transpose node with optimization,2023-11-02T14:11:03Z,https://github.com/apache/tvm/issues/16043
16044,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"At Relay opt_level=4, a high-level optimization pass incorrectly rewrites the Torch argmax subgraph and inserts an extra Tensor.transpose node, changing axis/layout semantics and producing inconsistent inference outputs compared to the original model.",[Bug] Output mismatch of torch.argmax due to an extra torch.Tensor.transpose node with optimization,2023-11-02T14:21:59Z,https://github.com/apache/tvm/issues/16044
16053,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"At Relay opt_level=4, graph optimization treats a transpose as an equivalent transformation but fails to preserve the correct axis/index mapping for torch.Tensor.argmin/argmax, producing inconsistent inference outputs compared to the original model.",[Bug] Output mismatch of torch.Tensor.argmin/argmax when applying equivalent torch.Tensor.transpose with optimization,2023-11-03T02:26:35Z,https://github.com/apache/tvm/issues/16053
16054,apache/tvm,v0.14.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Relay graph-level optimization/lowering appears to reorder/fold operations involving division and a torch.to(dtype=int64) cast without preserving PyTorch’s defined behavior for exceptional values (e.g., div-by-zero producing inf/NaN) and subsequent conversion to int64. This can cause inference result inconsistencies (silent miscompilation) rather than a controlled error, indicating a semantic-equivalence violation triggered by crafted inputs/models that hit these edge cases.",[Bug] A possible overflow of div-by-zero and torch.to(dtype=torch.int64) after optimization,2023-11-03T02:51:46Z,https://github.com/apache/tvm/issues/16054
16056,apache/tvm,v0.14.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The Relay optimization/lowering path for matmul changes numeric behavior (e.g., accumulation dtype, casting, or reordering/fusion), causing overflow to occur differently than in the unoptimized path and leading to inconsistent inference results for the same model/input.",[Bug] A possible overflow of torch.matmul with and without optimization,2023-11-03T03:09:09Z,https://github.com/apache/tvm/issues/16056
16057,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"Relay middle-end optimization incorrectly treats duplicate torch.mul nodes as equivalent and merges/reuses them during CSE, but the merged value is not semantically identical in the presence of subsequent torch.gt (e.g., due to differing type/shape/broadcasting or other hidden attributes). This changes the computed comparison result, causing output mismatch without an explicit failure.",[Bug] Output mismatch of torch.gt when duplicate torch.mul nodes exist with optimization,2023-11-03T03:21:47Z,https://github.com/apache/tvm/issues/16057
16058,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"At Relay middle-end opt_level=4, an optimization pass produces an extra/incorrect Tensor.transpose node around torch.mul, altering tensor layout/broadcasting alignment and leading to output mismatch between the original Torch model and the compiled TVM result without an explicit failure.",[Bug] Output mismatch of torch.mul due to an extra torch.Tensor.transpose node with optimization,2023-11-03T04:46:03Z,https://github.com/apache/tvm/issues/16058
16140,apache/tvm,v0.14.0,CWE-20: Improper Input Validation,Backend Inconsistencies,"The TOPI CUDA schedule for batch_matmul does not validate or correctly handle input_batch values > 65536, leading to generation of an invalid/unsupported CUDA grid configuration during TIR lowering and causing a crash (availability impact) when compiling or running adversarially large batch sizes.",bug of batch_matmul op schedule when input_batch>65536,2023-11-17T05:39:08Z,https://github.com/apache/tvm/issues/16140
16160,apache/tvm,v0.14.0,Improper Control of Compilation Availability,Backend Inconsistencies,"Compiling a model containing a dense op for the ROCm/AMDGPU target causes a crash during TIR-to-LLVM/AMDGPU backend code generation, indicating a codegen defect that can be triggered by a crafted/valid model to impair compilation availability.",[Bug] [ROCm] dense op error when compiling model with rocm,2023-11-24T08:31:02Z,https://github.com/apache/tvm/issues/16160
16191,apache/tvm,v0.14.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The Relax MergeCompositeFunctions optimization pass triggers a segmentation fault when the module contains R.call_tir, indicating missing/incorrect handling of this IR construct (e.g., unchecked assumptions about node structure or null/invalid references), allowing a crafted model/IR to crash the compiler.",[Bug] MergeCompositeFunctions trigger Segmentation fault when there has R.call_tir in module,2023-12-01T12:24:49Z,https://github.com/apache/tvm/issues/16191
16211,apache/tvm,v0.14.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Relay transformer optimization passes introduce unacceptable numerical bugs that change inference results (result inconsistency) compared to the original model, indicating the passes are not semantics-preserving under certain inputs/models.",Two passes incur unaccecptable numerical bugs [Bug] [relay:transformer],2023-12-08T01:30:39Z,https://github.com/apache/tvm/issues/16211
16276,apache/tvm,v0.14.0,Improper Control of Compilation Availability,Memory Management Defects,"During AutoScheduler runtime benchmarking on the OpenCL backend, TVM repeatedly enqueues kernel launch commands without sufficient throttling/cleanup, leading to excessive host-side command queue/resource growth and triggering CL_OUT_OF_HOST_MEMORY, causing measurement failure/crash (resource exhaustion) with crafted or adversarial tuning workloads.",[Bug] [AutoScheduler] [OpenCL]: TVM enqueues too many kernel launch command causing CL_OUT_OF_HOST_MEMORY error,2023-12-25T13:03:35Z,https://github.com/apache/tvm/issues/16276
16295,apache/tvm,v0.14.0,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"The ONNX frontend import produces incorrect Relay semantics for OneHot when the `axis` attribute is not the last dimension, leading to wrong inference results without a crash (semantic mismatch between ONNX and compiled model).",[Bug] [Relay] produce an wrong results when the axis of OneHot is not set as the last dimension,2023-12-29T07:22:20Z,https://github.com/apache/tvm/issues/16295
16354,apache/tvm,v0.14.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The lowering/legalization path for Relay conv2d_transpose assumes the default kernel_layout and fails to correctly validate or normalize alternative kernel_layout values, leading to inconsistent shape/layout assumptions during TE/TIR generation and a resulting compiler crash when a crafted model uses a non-default kernel_layout.",[Bug] conv2d_transpose not work with non-default kernel_layout,2024-01-05T08:57:54Z,https://github.com/apache/tvm/issues/16354
16416,apache/tvm,v0.14.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"During PyTorch->Relay/Relax import/operator legalization, the linspace operator is lowered with semantics that do not match the source framework (e.g., wrong endpoint/step/count handling or dtype/rounding behavior), producing inconsistent inference results without necessarily crashing.",[Bug] linspace op gets wrong result,2024-01-17T12:36:40Z,https://github.com/apache/tvm/issues/16416
16490,apache/tvm,v0.15.0,CWE-20: Improper Input Validation,Invariant Violations,"The debug_executor debug_get_output API mishandles or fails to validate parameter passing at the runtime boundary, allowing malformed or unexpected arguments to trigger an error/crash instead of being safely rejected.",[Bug] debug_get_output function of debug_executor reports error in parameter passing.,2024-01-30T08:32:08Z,https://github.com/apache/tvm/issues/16490
16491,apache/tvm,v0.15.0,CWE-617: Reachable Assertion,Invariant Violations,"A crafted or simply unsupported schedule/model configuration can drive the MetaSchedule MMA m16n8k8 auto-tensorization/codegen logic into an internal invariant violation, triggering an assertion failure during compilation/testing and causing a crash (availability impact).",[Bug] Assertion failed on test: test_meta_schedule_mma_m16n8k8_auto_tensorization.py,2024-01-30T09:55:31Z,https://github.com/apache/tvm/issues/16491
16496,apache/tvm,v0.15.0,CWE-617: Reachable Assertion,Tensor Mapping Defects,"During Relay frontend import/operator legalization, a tensor transform op is constructed with an `axes` attribute whose length does not match `data.ndim`, causing an InternalError assertion (`Check failed: (!axes.defined() || axes.size()==ndim)`) and crashing compilation instead of gracefully validating/rejecting the input.","[Bug] InternalError: Check failed: (!axes.defined() || static_cast(axes.size()) == ndim) is false: Dimension mismatch: axes has 4 elements, but data.ndim = 5",2024-01-31T08:10:28Z,https://github.com/apache/tvm/issues/16496
16509,apache/tvm,v0.15.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"Relay backend token allocation/memory planning attempts to allocate buffers for tensors with fully symbolic dimensions (e.g., [T.Any(), T.Any()]) without a safe fallback or proper handling of unknown extents, leading to a crash and loss of compilation availability when given models with dynamic shapes.","[Bug]Cannot allocate memory symbolic tensor shape [T.Any(), T.Any()]",2024-02-02T02:10:46Z,https://github.com/apache/tvm/issues/16509
16530,apache/tvm,v0.15.0,Improper Control of Compilation Availability,Memory Management Defects,"The OpenCL (Mali) execution/profiling path scales memory allocations with the number of model nodes without enforcing limits or handling allocation failure gracefully, so adversarially large models can trigger CL_OUT_OF_HOST_MEMORY and crash/fail to run (availability/resource exhaustion).",[Bug] [OpenCL] [Mali]: Models with too many nodes failed to profile/run with CL_OUT_OF_HOST_MEMORY error,2024-02-06T18:51:52Z,https://github.com/apache/tvm/issues/16530
16534,apache/tvm,v0.15.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The issue reports an output mismatch for a quantized TFLite ResNet50 when compiled/run with the arm_cpu target, indicating a semantic/numerical discrepancy introduced during code generation (e.g., incorrect quantized arithmetic lowering, rounding/saturation behavior, or ARM-specific intrinsic selection), leading to inconsistent inference results without an explicit crash.",[BUG] TFLite quantized ResNet50 test output mismatch when run on `arm_cpu` target,2024-02-07T10:18:52Z,https://github.com/apache/tvm/issues/16534
16538,apache/tvm,v0.15.0,CWE-248: Uncaught Exception,Invariant Violations,"When compiling the `test_tflite_large_irregular` model for the `arm_cpu` target, AutoTVM’s schedule/search-space generation performs an index access on a list without validating bounds, leading to a Python `IndexError: list index out of range` and crashing the compilation/tuning process. A crafted or irregular model/shape can trigger this denial-of-service condition.",[BUG] List index out of range compiling `test_tflite_large_irregular` on `arm_cpu` target,2024-02-07T12:58:15Z,https://github.com/apache/tvm/issues/16538
16552,apache/tvm,v0.15.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"During Conv3d auto-tuning/schedule transformation, the generated TIR contains an undefined variable, causing the IR to fail the well-formedness check and crash/abort compilation, enabling a crafted workload/tuning configuration to trigger a denial of service in the compilation pipeline.",[Bug] Conv3d Tuning Generated Undefined Variable Cannot Pass Wellformed Check,2024-02-10T13:01:16Z,https://github.com/apache/tvm/issues/16552
16577,apache/tvm,v0.15.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The TIR Simplify/SimplifyInContext pass with the propagate_knowns_to_simplify_expressions flag can incorrectly rewrite expressions based on propagated “knownâ€?facts, leading to semantically different optimized IR and thus inconsistent inference results without necessarily crashing.","[Bug] Possible issue with the ""simplify pass"" using the ""propagate_knowns_to_simplify_expressions"" flag",2024-02-15T19:27:44Z,https://github.com/apache/tvm/issues/16577
16614,apache/tvm,v0.15.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During auto-scheduling (multilevel tiling with a tensor intrinsic), the tensorization step can fail and trigger a crash instead of being detected and handled gracefully (e.g., by rejecting the schedule candidate or falling back), allowing a crafted workload/model to cause compilation-time denial of service.",[Bug] Tensorization Failure During Multilevel Tiling with Tensor Intrin,2024-02-21T04:34:22Z,https://github.com/apache/tvm/issues/16614
16698,apache/tvm,v0.15.0,CWE-704: Incorrect Type Conversion or Cast,Tensor Mapping Defects,"When importing a Keras model to Relay and performing type legalization/lowering, bfloat16 inputs are not preserved/converted correctly, leading to semantic mismatch and inconsistent/wrong inference results without necessarily crashing.",[Bug] input_type bfloat16 lead to wrong predict results,2024-03-11T15:40:11Z,https://github.com/apache/tvm/issues/16698
16869,apache/tvm,v0.15.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The LazyGradientInit optimization can rewrite Relay graphs into an inconsistent/invalid form (e.g., broken bindings or unmet invariants), causing the compiler to crash during subsequent Relay optimization/compilation stages when processing affected models.",[Bug] Error in compiling model after applying LazyGradientInit optimization,2024-04-11T08:57:25Z,https://github.com/apache/tvm/issues/16869
16870,apache/tvm,v0.15.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The issue reports inconsistent inference results when applying an optimization directly versus applying equivalent optimizations sequentially in the Relay pass pipeline, indicating that pass composition/order changes program semantics (likely due to missing invariants, incorrect rewrite conditions, or insufficient canonicalization), leading to compiled models that are not semantically equivalent to the original or to each other.",[Bug] Inconsistent Results between Direct Optimization and Sequential Optimization in TVM,2024-04-11T09:07:17Z,https://github.com/apache/tvm/issues/16870
16889,apache/tvm,v0.15.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The sch.blockize schedule primitive can leave the schedule’s internal block/InitBlock metadata out of sync with the transformed TIR, making the init block undiscoverable and leading to downstream scheduling failures or crashes when later primitives assume the init block is present and queryable.",[Bug] Init block not discoverable after sch.blockize,2024-04-16T09:58:22Z,https://github.com/apache/tvm/issues/16889
16898,apache/tvm,v0.15.0,CWE-20: Improper Input Validation,Tensor Mapping Defects,"During Relay frontend import/type inference (PadRel shape checking in InferType/DynamicToStatic), malformed or unexpected `Pad` operator attributes/shapes can trigger a compiler crash instead of being validated and reported as a recoverable error, enabling denial-of-service via a crafted model.",[Bug] Graph optimization model compilation error involving `Pad` operator,2024-04-17T13:48:11Z,https://github.com/apache/tvm/issues/16898
16991,apache/tvm,v0.16.0,Improper Control of Compilation Availability,Memory Management Defects,"Iteratively running Relay transformation passes can leave IR nodes or pass-internal state in an invalid/dangling state (e.g., stale references after mutation), leading to a segmentation fault and compiler crash, enabling denial-of-service via crafted or adversarial pass invocation/model structure.",[Bug] Segmentation Fault when Running Relay Transformations Iteratively,2024-05-13T14:27:11Z,https://github.com/apache/tvm/issues/16991
17050,apache/tvm,v0.16.0,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"During Relay graph import/shape inference (DynamicToStatic + InferType), the compiler infers an incorrect output shape for the ONNX `Squeeze` operator, leading to inconsistent types/shapes that can trigger a crash when compiling adversarial or malformed models using `Squeeze` with dynamic/static dimension interactions.",[Bug] [Relay] [ONNX] Incorrect shape inference of `Squeeze` in `DynamicToStatic`,2024-05-31T05:31:23Z,https://github.com/apache/tvm/issues/17050
17072,apache/tvm,v0.16.0,Improper Control of Compilation Availability,Others,"The common subexpression elimination TIR transform uses a ComputationCache that is not thread-safe; concurrent access/mutation can corrupt internal state, leading to nondeterministic crashes and potential memory corruption when compiling adversarial or parallel workloads.",[Bug] Race condition in TIR ComputationCache in transforms common subexpression elimination ,2024-06-07T10:53:53Z,https://github.com/apache/tvm/issues/17072
17081,apache/tvm,v0.16.0,CWE-704: Incorrect Type Conversion or Cast,Numerical Computing Defects,"Relay/ONNX/Torch Cast lowering does not robustly preserve IEEE-754 NaN conversion behavior (and/or dtype mapping rules), leading to inconsistent inference results when inputs contain NaNs. A crafted model/input with NaNs can trigger semantic divergence between the original framework and the compiled TVM execution without an explicit failure.",[Bug] [Relay] [Torch] [ONNX] Robustness of `Cast` operator accepting `NaN` values,2024-06-11T07:51:10Z,https://github.com/apache/tvm/issues/17081
17099,apache/tvm,v0.16.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"During frontend lowering from PyTorch FX/Relax nn.module to Relax ops, the scaled_dot_product_attention operator is mapped or lowered with mismatched semantics (e.g., handling of scaling, masking/causal behavior, dropout, or numerical details), producing inference results inconsistent with the source framework without necessarily crashing.",[Bug] correctness issue of scaled_dot_product_attention,2024-06-17T03:02:27Z,https://github.com/apache/tvm/issues/17099
17120,apache/tvm,v0.16.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Memory Management Defects,"The MergeCompositeFunctions IR transformation can trigger a segmentation fault (process crash) when run on certain Relax programs, indicating the pass assumes internal IR invariants that are not validated/handled and ends up dereferencing an invalid pointer, causing a denial-of-service during compilation/optimization.",[Relax][Bug] Segmentation fault when using the MergeCompositeFunctions transform,2024-06-27T03:24:57Z,https://github.com/apache/tvm/issues/17120
17176,apache/tvm,v0.16.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"During Relax runtime initialization/linking, the expected PackedFunc `tir_zeros` is not found in the PackedFunc registry/VM kernel library, causing a runtime failure (crash/abort) when the compiled program attempts to resolve or invoke it. This indicates improper handling/validation of required runtime symbols and leads to loss of availability.",[Relax][Bug] Cannot find PackedFunc tir_zeros,2024-07-18T16:59:52Z,https://github.com/apache/tvm/issues/17176
17200,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"A crafted or malformed Relax IR can trigger an InternalError due to a failed invariant in a map/lookup structure (assertion-like check `(*it).second == var`) during IR transformation/optimization, causing the compiler to crash and impacting compilation availability.",[Bug] [Relax] InternalError: Check failed: (*it).second == var,2024-07-26T15:13:36Z,https://github.com/apache/tvm/issues/17200
17207,apache/tvm,v0.17.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The LiftTransformParams optimization/transform pass changes the program in a way that is not semantically equivalent to the original Relax model, leading to inconsistent/wrong inference outputs without necessarily crashing (miscompilation).",[Bug] [Relax] LiftTransformParams lead to wrong inference results,2024-07-27T15:25:27Z,https://github.com/apache/tvm/issues/17207
17210,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"During IR optimization/graph partitioning in Relax (MergeCompositeFunctions), the pass assumes every visited object is present in the obj2group_ mapping; a crafted or unexpected IR pattern violates this assumption, triggering an InternalError assertion (it_group != obj2group_.end()) and crashing compilation.",[Bug] [Relax] InternalError: Check failed: (it_group != obj2group_.end()) is false,2024-07-28T14:24:59Z,https://github.com/apache/tvm/issues/17210
17215,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"A crafted/invalid Relax/TIR program can reach the FlattenBuffer (BufferFlatten) pass and trigger an InternalError assertion (`last_sep < self->shape.size()` / 'Last output axis must contain at least one input axis'), causing the compiler to crash during TIR lowering and impair compilation availability.",[Bug] [Relax] InternalError: Check failed: last_sep < self->shape.size() Last output axis must contain at least one input axis,2024-07-30T14:29:57Z,https://github.com/apache/tvm/issues/17215
17217,apache/tvm,v0.17.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"The VMBuiltinLower pass assumes a bound value is always a ShapeExpr; when given a non-ShapeExpr bound value, the pass hits an internal assertion/check and crashes during IR lowering, allowing a crafted Relax program/model to trigger a compiler crash (availability impact).",[Bug] [Relax] VMBuiltinLower expects bound value to be a ShapeExpr,2024-07-30T14:44:32Z,https://github.com/apache/tvm/issues/17217
17222,apache/tvm,v0.17.0,CWE-20: Improper Input Validation,IR Transformation Errors,"Relax well-formedness/UDChain construction does not properly detect or handle cases where a variable is referenced before it is defined, allowing malformed IR to reach analysis/optimization passes and trigger a crash.",[Bug] [Relax] Variable was used before its definition,2024-07-31T13:23:30Z,https://github.com/apache/tvm/issues/17222
17231,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"A crafted or malformed Relax program can reach a backend codegen path where a variable is referenced without being present in the VM codegen var_arg_map_, triggering a fatal CHECK failure (`it != var_arg_map_.end()`) and crashing compilation/inference instead of handling the undefined variable condition gracefully.",[Bug] [Relax] Check failed: (it != this->var_arg_map_.end()) is false: Var is not defined,2024-08-01T13:53:22Z,https://github.com/apache/tvm/issues/17231
17235,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"During Relax VM execution, a packed-function call path expects a TVMObjectHandle but receives an int, triggering an InternalError (type_code_ mismatch). The runtime does not robustly validate or gracefully handle unexpected argument type codes, leading to a crash instead of safe error handling.",[Bug] [Relax] InternalError: Check failed: type_code_ == kTVMObjectHandle expected Object but got int,2024-08-02T13:44:52Z,https://github.com/apache/tvm/issues/17235
17239,apache/tvm,v0.17.0,CWE-20: Improper Input Validation,Invariant Violations,"The Relax frontend/IR parser accepts malformed or unexpected IR constructs without sufficient structural/type/shape checks, leading to a segmentation fault (memory-unsafe crash) when later code assumes invariants that are not enforced.",[Bug] [Relax] Segfault error when parse the Relax IR,2024-08-03T08:52:05Z,https://github.com/apache/tvm/issues/17239
17244,apache/tvm,v0.17.0,Incorrect Preservation of Model Semantics,Memory Management Defects,"Relax VM runtime appears to reuse or expose uninitialized/previously-used memory for tensors/buffers, causing repeated inference with identical inputs to produce different outputs. This violates semantic determinism/consistency expectations and indicates incorrect handling of allocation/initialization or stateful runtime effects across runs.",[Bug] output different results when inference twice with the same inputs,2024-08-06T14:50:44Z,https://github.com/apache/tvm/issues/17244
17254,apache/tvm,v0.17.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"In the Relax FuseTIR optimization pass, inconsistent handling of buffer computations causes a buffer compute and a loop variable (lv) to be mapped to the same Relax variable, producing invalid/ill-formed IR that triggers a compiler crash during optimization or subsequent lowering.",[Bug] [Relax] Inconsistent buffers compute and lv mapped to the same relax var,2024-08-07T16:39:33Z,https://github.com/apache/tvm/issues/17254
17270,apache/tvm,v0.17.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The Relax optimization pass ReorderTakeAfterMatmul can reorder a Take operation across a Matmul in a way that is not semantics-preserving for some shapes/indices/layouts, leading to compiled models producing inconsistent inference results compared to the original program without an explicit error.",[Bug] give inconsistent inference results after use ReorderTakeAfterMatmul,2024-08-12T15:37:48Z,https://github.com/apache/tvm/issues/17270
17276,apache/tvm,v0.17.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Backend lowering/CUDA source emission mishandles FloatImm (floating-point immediates), causing constants to be emitted/rounded with insufficient precision (e.g., via string formatting or type narrowing), leading to inference result inconsistencies compared to the original model semantics.",[Bug] Precision issue when working with floating point constants (FloatImm),2024-08-15T18:16:02Z,https://github.com/apache/tvm/issues/17276
17311,apache/tvm,v0.17.0,Improper Control of Compilation Availability,Memory Management Defects,"A crafted model/program triggers a segmentation fault with memory corruption during Relax VM / generated TIR kernel execution, indicating an out-of-bounds memory access (write) due to improper validation of buffer shapes/indices/strides at runtime.",[Bug] Segmentation fault (core dumped) in executing the inference,2024-08-28T15:47:53Z,https://github.com/apache/tvm/issues/17311
17322,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Memory Management Defects,"A crafted model/program can trigger a Relax VM runtime InternalError during storage allocation when the allocator computes an offset/needed_size that exceeds the backing buffer size, causing a hard check failure and crash instead of graceful handling (e.g., returning OOM or resizing), leading to denial of service.",[Bug] InternalError: Check failed: (offset + needed_size <= this->buffer.size) is false: storage allocation failure,2024-08-30T13:17:14Z,https://github.com/apache/tvm/issues/17322
17333,apache/tvm,v0.17.0,CWE-682: Incorrect Calculation,Backend Inconsistencies,"The same model produces inconsistent inference outputs when compiled/executed via different TVM backends (CUDA vs LLVM), indicating a lowering/scheduling/codegen defect that fails to preserve semantic equivalence across targets (e.g., differing floating-point math behavior, reduction ordering, or GPU scheduling nondeterminism not accounted for).",[Bug] inferencing on the CUDA and LLVM produce inconsistent results,2024-09-04T16:54:22Z,https://github.com/apache/tvm/issues/17333
17340,apache/tvm,v0.17.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"The Relax IR optimization/transformation pipeline can encounter a non-normalized expression (e.g., involving R.memory.kill_tensor on a Constant metadata reference) and raises an InternalError instead of normalizing or rejecting the IR gracefully, allowing a crafted/invalid model or IR module to crash compilation.","[Bug] InternalError: non-normalized expression R.memory.kill_tensor(metadata[""relax.expr.Constant""][0]",2024-09-05T13:56:56Z,https://github.com/apache/tvm/issues/17340
17341,apache/tvm,v0.17.0,CWE-617: Reachable Assertion,Invariant Violations,"The Relax FuseTIR transform pass assumes the extracted TIR PrimFunc body is always a tir::BlockRealizeNode and enforces this via a hard CHECK. Crafted or malformed IR can violate this invariant, triggering the assertion and crashing the compiler (denial of service).",[Bug] Check failed: (prim_func->body->IsInstance<tir::BlockRealizeNode>()) is false,2024-09-05T14:02:37Z,https://github.com/apache/tvm/issues/17341
